date,Day,Month,Year,store,sales,promo,holiday
2/10/2023,Friday,Feb,2023,1,211.2,Not Active,Working Day
2/11/2023,Saturday,Feb,2023,1,205.06,Not Active,Working Day
2/12/2023,Sunday,Feb,2023,1,210.28,Not Active,Working Day
2/13/2023,Monday,Feb,2023,1,297.94,Active,Holiday
2/14/2023,Tuesday,Feb,2023,1,244.61,Not Active,Working Day
2/15/2023,Wednesday,Feb,2023,1,269.34,Active,Working Day
2/16/2023,Thursday,Feb,2023,1,226.52,Not Active,Working Day
2/17/2023,Friday,Feb,2023,1,223.28,Not Active,Working Day
2/18/2023,Saturday,Feb,2023,1,247.78,Not Active,Holiday
2/19/2023,Sunday,Feb,2023,1,206.29,Not Active,Working Day
2/20/2023,Monday,Feb,2023,1,263.47,Active,Working Day
2/21/2023,Tuesday,Feb,2023,1,271.98,Active,Working Day
2/22/2023,Wednesday,Feb,2023,1,251.21,Not Active,Working Day
2/23/2023,Thursday,Feb,2023,1,234.88,Not Active,Working Day
2/24/2023,Friday,Feb,2023,1,227.54,Not Active,Working Day
2/25/2023,Saturday,Feb,2023,1,245.25,Active,Working Day
2/26/2023,Sunday,Feb,2023,1,249.14,Not Active,Holiday
2/27/2023,Monday,Feb,2023,1,230.92,Not Active,Working Day
2/28/2023,Tuesday,Feb,2023,1,244.98,Not Active,Working Day
3/1/2023,Wednesday,Mar,2023,1,252.51,Not Active,Working Day
3/2/2023,Thursday,Mar,2023,1,230.07,Not Active,Working Day
3/3/2023,Friday,Mar,2023,1,221.02,Not Active,Working Day
3/4/2023,Saturday,Mar,2023,1,242.11,Active,Working Day
3/5/2023,Sunday,Mar,2023,1,201.94,Not Active,Working Day
3/6/2023,Monday,Mar,2023,1,220.5,Not Active,Working Day
3/7/2023,Tuesday,Mar,2023,1,301.91,Active,Holiday
3/8/2023,Wednesday,Mar,2023,1,244.67,Not Active,Working Day
3/9/2023,Thursday,Mar,2023,1,268.83,Active,Working Day
3/10/2023,Friday,Mar,2023,1,225.45,Not Active,Working Day
3/11/2023,Saturday,Mar,2023,1,207.54,Not Active,Working Day
3/12/2023,Sunday,Mar,2023,1,249.22,Active,Working Day
3/13/2023,Monday,Mar,2023,1,219.87,Not Active,Working Day
3/14/2023,Tuesday,Mar,2023,1,273.94,Not Active,Holiday
3/15/2023,Wednesday,Mar,2023,1,246.09,Not Active,Working Day
3/16/2023,Thursday,Mar,2023,1,277.52,Not Active,Holiday
3/17/2023,Friday,Mar,2023,1,218.13,Not Active,Working Day
3/18/2023,Saturday,Mar,2023,1,197.18,Not Active,Working Day
3/19/2023,Sunday,Mar,2023,1,240.98,Active,Working Day
3/20/2023,Monday,Mar,2023,1,220.59,Not Active,Working Day
3/21/2023,Tuesday,Mar,2023,1,246.15,Not Active,Working Day
3/22/2023,Wednesday,Mar,2023,1,248.55,Not Active,Working Day
3/23/2023,Thursday,Mar,2023,1,231.25,Not Active,Working Day
3/24/2023,Friday,Mar,2023,1,216.07,Not Active,Working Day
3/25/2023,Saturday,Mar,2023,1,232.57,Active,Working Day
3/26/2023,Sunday,Mar,2023,1,211.47,Not Active,Working Day
3/27/2023,Monday,Mar,2023,1,232.24,Not Active,Working Day
3/28/2023,Tuesday,Mar,2023,1,238.23,Not Active,Working Day
3/29/2023,Wednesday,Mar,2023,1,289.59,Not Active,Holiday
3/30/2023,Thursday,Mar,2023,1,233.64,Not Active,Working Day
3/31/2023,Friday,Mar,2023,1,255.03,Not Active,Holiday
4/1/2023,Saturday,Apr,2023,1,237.68,Active,Working Day
4/2/2023,Sunday,Apr,2023,1,206.95,Not Active,Working Day
4/3/2023,Monday,Apr,2023,1,225.05,Not Active,Working Day
4/4/2023,Tuesday,Apr,2023,1,237.51,Not Active,Working Day
4/5/2023,Wednesday,Apr,2023,1,257.24,Not Active,Working Day
4/6/2023,Thursday,Apr,2023,1,236.82,Not Active,Working Day
4/7/2023,Friday,Apr,2023,1,215.84,Not Active,Working Day
4/8/2023,Saturday,Apr,2023,1,209.64,Not Active,Working Day
4/9/2023,Sunday,Apr,2023,1,211.92,Not Active,Working Day
4/10/2023,Monday,Apr,2023,1,227.06,Not Active,Working Day
4/11/2023,Tuesday,Apr,2023,1,246.92,Not Active,Working Day
4/12/2023,Wednesday,Apr,2023,1,281.55,Active,Working Day
4/13/2023,Thursday,Apr,2023,1,264.34,Active,Working Day
4/14/2023,Friday,Apr,2023,1,216.81,Not Active,Working Day
4/15/2023,Saturday,Apr,2023,1,237.54,Active,Working Day
4/16/2023,Sunday,Apr,2023,1,201.32,Not Active,Working Day
4/17/2023,Monday,Apr,2023,1,220.94,Not Active,Working Day
4/18/2023,Tuesday,Apr,2023,1,251.04,Not Active,Working Day
4/19/2023,Wednesday,Apr,2023,1,256.34,Not Active,Working Day
4/20/2023,Thursday,Apr,2023,1,236.1,Not Active,Working Day
4/21/2023,Friday,Apr,2023,1,252.92,Active,Working Day
4/22/2023,Saturday,Apr,2023,1,210.82,Not Active,Working Day
4/23/2023,Sunday,Apr,2023,1,228.57,Not Active,Working Day
4/24/2023,Monday,Apr,2023,1,234.47,Not Active,Working Day
4/25/2023,Tuesday,Apr,2023,1,273.91,Active,Working Day
4/26/2023,Wednesday,Apr,2023,1,243.69,Not Active,Working Day
4/27/2023,Thursday,Apr,2023,1,229.66,Not Active,Working Day
4/28/2023,Friday,Apr,2023,1,221.41,Not Active,Working Day
4/29/2023,Saturday,Apr,2023,1,205.84,Not Active,Working Day
4/30/2023,Sunday,Apr,2023,1,236.42,Active,Working Day
5/1/2023,Monday,May,2023,1,255.98,Active,Working Day
5/2/2023,Tuesday,May,2023,1,239.5,Not Active,Working Day
5/3/2023,Wednesday,May,2023,1,287.25,Active,Working Day
5/4/2023,Thursday,May,2023,1,242.45,Not Active,Working Day
5/5/2023,Friday,May,2023,1,250.7,Active,Working Day
5/6/2023,Saturday,May,2023,1,217.37,Not Active,Working Day
5/7/2023,Sunday,May,2023,1,214.27,Not Active,Working Day
5/8/2023,Monday,May,2023,1,225.26,Not Active,Working Day
5/9/2023,Tuesday,May,2023,1,252.87,Not Active,Working Day
5/10/2023,Wednesday,May,2023,1,251.86,Not Active,Working Day
5/11/2023,Thursday,May,2023,1,273.21,Not Active,Holiday
5/12/2023,Friday,May,2023,1,220.14,Not Active,Working Day
5/13/2023,Saturday,May,2023,1,205.94,Not Active,Working Day
5/14/2023,Sunday,May,2023,1,207.32,Not Active,Working Day
5/15/2023,Monday,May,2023,1,234.55,Not Active,Working Day
5/16/2023,Tuesday,May,2023,1,285.15,Active,Working Day
5/17/2023,Wednesday,May,2023,1,242.52,Not Active,Working Day
5/18/2023,Thursday,May,2023,1,241.56,Not Active,Working Day
5/19/2023,Friday,May,2023,1,218.19,Not Active,Working Day
5/20/2023,Saturday,May,2023,1,238.23,Active,Working Day
5/21/2023,Sunday,May,2023,1,211.62,Not Active,Working Day
5/22/2023,Monday,May,2023,1,225.95,Not Active,Working Day
5/23/2023,Tuesday,May,2023,1,276.2,Active,Working Day
5/24/2023,Wednesday,May,2023,1,275.71,Active,Working Day
5/25/2023,Thursday,May,2023,1,240.45,Not Active,Working Day
5/26/2023,Friday,May,2023,1,221.54,Not Active,Working Day
5/27/2023,Saturday,May,2023,1,209.82,Not Active,Working Day
5/28/2023,Sunday,May,2023,1,240.39,Active,Working Day
5/29/2023,Monday,May,2023,1,227.73,Not Active,Working Day
5/30/2023,Tuesday,May,2023,1,250.08,Not Active,Working Day
5/31/2023,Wednesday,May,2023,1,322.72,Active,Holiday
6/1/2023,Thursday,Jun,2023,1,234.56,Not Active,Working Day
6/2/2023,Friday,Jun,2023,1,222.64,Not Active,Working Day
6/3/2023,Saturday,Jun,2023,1,215.13,Not Active,Working Day
6/4/2023,Sunday,Jun,2023,1,206.93,Not Active,Working Day
6/5/2023,Monday,Jun,2023,1,233.68,Not Active,Working Day
6/6/2023,Tuesday,Jun,2023,1,283.34,Not Active,Holiday
6/7/2023,Wednesday,Jun,2023,1,253.42,Not Active,Working Day
6/8/2023,Thursday,Jun,2023,1,235.98,Not Active,Working Day
6/9/2023,Friday,Jun,2023,1,243.47,Active,Working Day
6/10/2023,Saturday,Jun,2023,1,203.58,Not Active,Working Day
6/11/2023,Sunday,Jun,2023,1,245.87,Active,Working Day
6/12/2023,Monday,Jun,2023,1,232.62,Not Active,Working Day
6/13/2023,Tuesday,Jun,2023,1,272.48,Active,Working Day
6/14/2023,Wednesday,Jun,2023,1,254.11,Not Active,Working Day
6/15/2023,Thursday,Jun,2023,1,271.84,Not Active,Holiday
6/16/2023,Friday,Jun,2023,1,222.51,Not Active,Working Day
6/17/2023,Saturday,Jun,2023,1,236.01,Active,Working Day
6/18/2023,Sunday,Jun,2023,1,212.72,Not Active,Working Day
6/19/2023,Monday,Jun,2023,1,231.9,Not Active,Working Day
6/20/2023,Tuesday,Jun,2023,1,283.05,Not Active,Holiday
6/21/2023,Wednesday,Jun,2023,1,279.34,Active,Working Day
6/22/2023,Thursday,Jun,2023,1,245.53,Not Active,Working Day
6/23/2023,Friday,Jun,2023,1,220.31,Not Active,Working Day
6/24/2023,Saturday,Jun,2023,1,256.6,Not Active,Holiday
6/25/2023,Sunday,Jun,2023,1,240.68,Active,Working Day
6/26/2023,Monday,Jun,2023,1,234.67,Not Active,Working Day
6/27/2023,Tuesday,Jun,2023,1,254.91,Not Active,Working Day
6/28/2023,Wednesday,Jun,2023,1,279.26,Not Active,Holiday
6/29/2023,Thursday,Jun,2023,1,236.86,Not Active,Working Day
6/30/2023,Friday,Jun,2023,1,226.42,Not Active,Working Day
7/1/2023,Saturday,Jul,2023,1,211.75,Not Active,Working Day
7/2/2023,Sunday,Jul,2023,1,218.54,Not Active,Working Day
7/3/2023,Monday,Jul,2023,1,229.35,Not Active,Working Day
7/4/2023,Tuesday,Jul,2023,1,248.49,Not Active,Working Day
7/5/2023,Wednesday,Jul,2023,1,251.19,Not Active,Working Day
7/6/2023,Thursday,Jul,2023,1,247.03,Not Active,Working Day
7/7/2023,Friday,Jul,2023,1,225.16,Not Active,Working Day
7/8/2023,Saturday,Jul,2023,1,214.81,Not Active,Working Day
7/9/2023,Sunday,Jul,2023,1,214.97,Not Active,Working Day
7/10/2023,Monday,Jul,2023,1,230.28,Not Active,Working Day
7/11/2023,Tuesday,Jul,2023,1,246.24,Not Active,Working Day
7/12/2023,Wednesday,Jul,2023,1,254.29,Not Active,Working Day
7/13/2023,Thursday,Jul,2023,1,239.44,Not Active,Working Day
7/14/2023,Friday,Jul,2023,1,255.69,Active,Working Day
7/15/2023,Saturday,Jul,2023,1,223.85,Not Active,Working Day
7/16/2023,Sunday,Jul,2023,1,221.74,Not Active,Working Day
7/17/2023,Monday,Jul,2023,1,271.44,Not Active,Holiday
7/18/2023,Tuesday,Jul,2023,1,254.76,Not Active,Working Day
7/19/2023,Wednesday,Jul,2023,1,250.63,Not Active,Working Day
7/20/2023,Thursday,Jul,2023,1,231.7,Not Active,Working Day
7/21/2023,Friday,Jul,2023,1,219.55,Not Active,Working Day
7/22/2023,Saturday,Jul,2023,1,204.46,Not Active,Working Day
7/23/2023,Sunday,Jul,2023,1,215.97,Not Active,Working Day
7/24/2023,Monday,Jul,2023,1,233.51,Not Active,Working Day
7/25/2023,Tuesday,Jul,2023,1,287.49,Active,Working Day
7/26/2023,Wednesday,Jul,2023,1,254.65,Not Active,Working Day
7/27/2023,Thursday,Jul,2023,1,271.15,Active,Working Day
7/28/2023,Friday,Jul,2023,1,269.09,Not Active,Holiday
7/29/2023,Saturday,Jul,2023,1,203.11,Not Active,Working Day
7/30/2023,Sunday,Jul,2023,1,219.26,Not Active,Working Day
7/31/2023,Monday,Jul,2023,1,237.62,Not Active,Working Day
8/1/2023,Tuesday,Aug,2023,1,272.06,Active,Working Day
8/2/2023,Wednesday,Aug,2023,1,259.08,Not Active,Working Day
8/3/2023,Thursday,Aug,2023,1,274.29,Active,Working Day
8/4/2023,Friday,Aug,2023,1,223.21,Not Active,Working Day
8/5/2023,Saturday,Aug,2023,1,287.68,Active,Holiday
8/6/2023,Sunday,Aug,2023,1,229.78,Not Active,Working Day
8/7/2023,Monday,Aug,2023,1,235.03,Not Active,Working Day
8/8/2023,Tuesday,Aug,2023,1,251.04,Not Active,Working Day
8/9/2023,Wednesday,Aug,2023,1,251.42,Not Active,Working Day
8/10/2023,Thursday,Aug,2023,1,238.7,Not Active,Working Day
8/11/2023,Friday,Aug,2023,1,229.79,Not Active,Working Day
8/12/2023,Saturday,Aug,2023,1,240.59,Active,Working Day
8/13/2023,Sunday,Aug,2023,1,219.14,Not Active,Working Day
8/14/2023,Monday,Aug,2023,1,232.08,Not Active,Working Day
8/15/2023,Tuesday,Aug,2023,1,252.55,Not Active,Working Day
8/16/2023,Wednesday,Aug,2023,1,255.73,Not Active,Working Day
8/17/2023,Thursday,Aug,2023,1,248.48,Not Active,Working Day
8/18/2023,Friday,Aug,2023,1,223.44,Not Active,Working Day
8/19/2023,Saturday,Aug,2023,1,213.87,Not Active,Working Day
8/20/2023,Sunday,Aug,2023,1,214.24,Not Active,Working Day
8/21/2023,Monday,Aug,2023,1,232.6,Not Active,Working Day
8/22/2023,Tuesday,Aug,2023,1,252.39,Not Active,Working Day
8/23/2023,Wednesday,Aug,2023,1,258.2,Not Active,Working Day
8/24/2023,Thursday,Aug,2023,1,239.03,Not Active,Working Day
8/25/2023,Friday,Aug,2023,1,230.69,Not Active,Working Day
8/26/2023,Saturday,Aug,2023,1,222.35,Not Active,Working Day
8/27/2023,Sunday,Aug,2023,1,221.55,Not Active,Working Day
8/28/2023,Monday,Aug,2023,1,314.55,Active,Holiday
8/29/2023,Tuesday,Aug,2023,1,246.98,Not Active,Working Day
8/30/2023,Wednesday,Aug,2023,1,278.54,Active,Working Day
8/31/2023,Thursday,Aug,2023,1,235.1,Not Active,Working Day
9/1/2023,Friday,Sep,2023,1,234.17,Not Active,Working Day
9/2/2023,Saturday,Sep,2023,1,219.19,Not Active,Working Day
9/3/2023,Sunday,Sep,2023,1,249.55,Active,Working Day
9/4/2023,Monday,Sep,2023,1,236.92,Not Active,Working Day
9/5/2023,Tuesday,Sep,2023,1,275.58,Active,Working Day
9/6/2023,Wednesday,Sep,2023,1,297.34,Active,Working Day
9/7/2023,Thursday,Sep,2023,1,244.99,Not Active,Working Day
9/8/2023,Friday,Sep,2023,1,227.59,Not Active,Working Day
9/9/2023,Saturday,Sep,2023,1,259.9,Not Active,Holiday
9/10/2023,Sunday,Sep,2023,1,222.59,Not Active,Working Day
9/11/2023,Monday,Sep,2023,1,266.99,Active,Working Day
9/12/2023,Tuesday,Sep,2023,1,277.6,Active,Working Day
9/13/2023,Wednesday,Sep,2023,1,257.82,Not Active,Working Day
9/14/2023,Thursday,Sep,2023,1,254.1,Not Active,Working Day
9/15/2023,Friday,Sep,2023,1,234.12,Not Active,Working Day
9/16/2023,Saturday,Sep,2023,1,224.58,Not Active,Working Day
9/17/2023,Sunday,Sep,2023,1,247.97,Active,Working Day
9/18/2023,Monday,Sep,2023,1,231.27,Not Active,Working Day
9/19/2023,Tuesday,Sep,2023,1,251.27,Not Active,Working Day
9/20/2023,Wednesday,Sep,2023,1,256.09,Not Active,Working Day
9/21/2023,Thursday,Sep,2023,1,250.52,Not Active,Working Day
9/22/2023,Friday,Sep,2023,1,219.28,Not Active,Working Day
9/23/2023,Saturday,Sep,2023,1,224.62,Not Active,Working Day
9/24/2023,Sunday,Sep,2023,1,220.09,Not Active,Working Day
9/25/2023,Monday,Sep,2023,1,234.43,Not Active,Working Day
9/26/2023,Tuesday,Sep,2023,1,277.19,Active,Working Day
9/27/2023,Wednesday,Sep,2023,1,287.89,Not Active,Holiday
9/28/2023,Thursday,Sep,2023,1,249.51,Not Active,Working Day
9/29/2023,Friday,Sep,2023,1,228.46,Not Active,Working Day
9/30/2023,Saturday,Sep,2023,1,210.87,Not Active,Working Day
10/1/2023,Sunday,Oct,2023,1,214.76,Not Active,Working Day
10/2/2023,Monday,Oct,2023,1,235.24,Not Active,Working Day
10/3/2023,Tuesday,Oct,2023,1,260.95,Not Active,Working Day
10/4/2023,Wednesday,Oct,2023,1,255.22,Not Active,Working Day
10/5/2023,Thursday,Oct,2023,1,238.23,Not Active,Working Day
10/6/2023,Friday,Oct,2023,1,227.21,Not Active,Working Day
10/7/2023,Saturday,Oct,2023,1,286.3,Active,Holiday
10/8/2023,Sunday,Oct,2023,1,208.1,Not Active,Working Day
10/9/2023,Monday,Oct,2023,1,237,Not Active,Working Day
10/10/2023,Tuesday,Oct,2023,1,251.8,Not Active,Working Day
10/11/2023,Wednesday,Oct,2023,1,260.35,Not Active,Working Day
10/12/2023,Thursday,Oct,2023,1,255.34,Not Active,Working Day
10/13/2023,Friday,Oct,2023,1,274.42,Not Active,Holiday
10/14/2023,Saturday,Oct,2023,1,246.67,Active,Working Day
10/15/2023,Sunday,Oct,2023,1,216.4,Not Active,Working Day
10/16/2023,Monday,Oct,2023,1,250.48,Not Active,Working Day
10/17/2023,Tuesday,Oct,2023,1,253.6,Not Active,Working Day
10/18/2023,Wednesday,Oct,2023,1,297.29,Not Active,Holiday
10/19/2023,Thursday,Oct,2023,1,246.32,Not Active,Working Day
10/20/2023,Friday,Oct,2023,1,230.13,Not Active,Working Day
10/21/2023,Saturday,Oct,2023,1,217.65,Not Active,Working Day
10/22/2023,Sunday,Oct,2023,1,249.41,Active,Working Day
10/23/2023,Monday,Oct,2023,1,235.23,Not Active,Working Day
10/24/2023,Tuesday,Oct,2023,1,253.49,Not Active,Working Day
10/25/2023,Wednesday,Oct,2023,1,254.85,Not Active,Working Day
10/26/2023,Thursday,Oct,2023,1,243.23,Not Active,Working Day
10/27/2023,Friday,Oct,2023,1,230.02,Not Active,Working Day
10/28/2023,Saturday,Oct,2023,1,217.44,Not Active,Working Day
10/29/2023,Sunday,Oct,2023,1,230.15,Not Active,Working Day
10/30/2023,Monday,Oct,2023,1,255.06,Active,Working Day
10/31/2023,Tuesday,Oct,2023,1,259.46,Not Active,Working Day
11/1/2023,Wednesday,Nov,2023,1,264.15,Not Active,Working Day
11/2/2023,Thursday,Nov,2023,1,266.78,Active,Working Day
11/3/2023,Friday,Nov,2023,1,228.13,Not Active,Working Day
11/4/2023,Saturday,Nov,2023,1,217.21,Not Active,Working Day
11/5/2023,Sunday,Nov,2023,1,215.94,Not Active,Working Day
11/6/2023,Monday,Nov,2023,1,274.78,Not Active,Holiday
11/7/2023,Tuesday,Nov,2023,1,248.8,Not Active,Working Day
11/8/2023,Wednesday,Nov,2023,1,297.03,Active,Working Day
11/9/2023,Thursday,Nov,2023,1,252.17,Not Active,Working Day
11/10/2023,Friday,Nov,2023,1,236.55,Not Active,Working Day
11/11/2023,Saturday,Nov,2023,1,223.03,Not Active,Working Day
11/12/2023,Sunday,Nov,2023,1,217.69,Not Active,Working Day
11/13/2023,Monday,Nov,2023,1,276.39,Not Active,Holiday
11/14/2023,Tuesday,Nov,2023,1,257.15,Not Active,Working Day
11/15/2023,Wednesday,Nov,2023,1,282.51,Active,Working Day
11/16/2023,Thursday,Nov,2023,1,251.41,Not Active,Working Day
11/17/2023,Friday,Nov,2023,1,229.34,Not Active,Working Day
11/18/2023,Saturday,Nov,2023,1,257.89,Not Active,Holiday
11/19/2023,Sunday,Nov,2023,1,227.24,Not Active,Working Day
11/20/2023,Monday,Nov,2023,1,241.59,Not Active,Working Day
11/21/2023,Tuesday,Nov,2023,1,253.25,Not Active,Working Day
11/22/2023,Wednesday,Nov,2023,1,264.76,Not Active,Working Day
11/23/2023,Thursday,Nov,2023,1,242.79,Not Active,Working Day
11/24/2023,Friday,Nov,2023,1,233.97,Not Active,Working Day
11/25/2023,Saturday,Nov,2023,1,223.08,Not Active,Working Day
11/26/2023,Sunday,Nov,2023,1,252.48,Active,Working Day
11/27/2023,Monday,Nov,2023,1,241.35,Not Active,Working Day
11/28/2023,Tuesday,Nov,2023,1,249.15,Not Active,Working Day
11/29/2023,Wednesday,Nov,2023,1,263.94,Not Active,Working Day
11/30/2023,Thursday,Nov,2023,1,277.62,Active,Working Day
12/1/2023,Friday,Dec,2023,1,258.63,Active,Working Day
12/2/2023,Saturday,Dec,2023,1,225.71,Not Active,Working Day
12/3/2023,Sunday,Dec,2023,1,250.86,Active,Working Day
12/4/2023,Monday,Dec,2023,1,233.02,Not Active,Working Day
12/5/2023,Tuesday,Dec,2023,1,247.97,Not Active,Working Day
12/6/2023,Wednesday,Dec,2023,1,262.7,Not Active,Working Day
12/7/2023,Thursday,Dec,2023,1,242.49,Not Active,Working Day
12/8/2023,Friday,Dec,2023,1,240.36,Not Active,Working Day
12/9/2023,Saturday,Dec,2023,1,240.41,Active,Working Day
12/10/2023,Sunday,Dec,2023,1,233.21,Not Active,Working Day
12/11/2023,Monday,Dec,2023,1,241.47,Not Active,Working Day
12/12/2023,Tuesday,Dec,2023,1,255.62,Not Active,Working Day
12/13/2023,Wednesday,Dec,2023,1,257.29,Not Active,Working Day
12/14/2023,Thursday,Dec,2023,1,291.24,Not Active,Holiday
12/15/2023,Friday,Dec,2023,1,231.75,Not Active,Working Day
12/16/2023,Saturday,Dec,2023,1,226.69,Not Active,Working Day
12/17/2023,Sunday,Dec,2023,1,255.65,Active,Working Day
12/18/2023,Monday,Dec,2023,1,241.52,Not Active,Working Day
12/19/2023,Tuesday,Dec,2023,1,254.64,Not Active,Working Day
12/20/2023,Wednesday,Dec,2023,1,260.08,Not Active,Working Day
12/21/2023,Thursday,Dec,2023,1,251.13,Not Active,Working Day
12/22/2023,Friday,Dec,2023,1,223.74,Not Active,Working Day
12/23/2023,Saturday,Dec,2023,1,214.78,Not Active,Working Day
12/24/2023,Sunday,Dec,2023,1,259.15,Active,Working Day
12/25/2023,Monday,Dec,2023,1,241.97,Not Active,Working Day
12/26/2023,Tuesday,Dec,2023,1,285.88,Active,Working Day
12/27/2023,Wednesday,Dec,2023,1,290.81,Active,Working Day
12/28/2023,Thursday,Dec,2023,1,251.68,Not Active,Working Day
12/29/2023,Friday,Dec,2023,1,259.94,Active,Working Day
12/30/2023,Saturday,Dec,2023,1,217.98,Not Active,Working Day
12/31/2023,Sunday,Dec,2023,1,256.76,Active,Working Day
1/1/2022,Saturday,Jan,2022,2,167.91,Not Active,Working Day
1/2/2022,Sunday,Jan,2022,2,173.58,Not Active,Working Day
1/3/2022,Monday,Jan,2022,2,181.9,Not Active,Working Day
1/4/2022,Tuesday,Jan,2022,2,201.97,Not Active,Working Day
1/5/2022,Wednesday,Jan,2022,2,214.74,Not Active,Working Day
1/6/2022,Thursday,Jan,2022,2,207.22,Not Active,Working Day
1/7/2022,Friday,Jan,2022,2,175.67,Not Active,Working Day
1/8/2022,Saturday,Jan,2022,2,168.11,Not Active,Working Day
1/9/2022,Sunday,Jan,2022,2,174.85,Not Active,Working Day
1/10/2022,Monday,Jan,2022,2,192.07,Not Active,Working Day
1/11/2022,Tuesday,Jan,2022,2,232.3,Active,Working Day
1/12/2022,Wednesday,Jan,2022,2,212.39,Not Active,Working Day
1/13/2022,Thursday,Jan,2022,2,237.12,Not Active,Holiday
1/14/2022,Friday,Jan,2022,2,182.12,Not Active,Working Day
1/15/2022,Saturday,Jan,2022,2,174.15,Not Active,Working Day
1/16/2022,Sunday,Jan,2022,2,175.36,Not Active,Working Day
1/17/2022,Monday,Jan,2022,2,188.83,Not Active,Working Day
1/18/2022,Tuesday,Jan,2022,2,206.15,Not Active,Working Day
1/19/2022,Wednesday,Jan,2022,2,240.17,Active,Working Day
1/20/2022,Thursday,Jan,2022,2,197.99,Not Active,Working Day
1/21/2022,Friday,Jan,2022,2,181.24,Not Active,Working Day
1/22/2022,Saturday,Jan,2022,2,219.76,Not Active,Holiday
1/23/2022,Sunday,Jan,2022,2,178.48,Not Active,Working Day
1/24/2022,Monday,Jan,2022,2,189.89,Not Active,Working Day
1/25/2022,Tuesday,Jan,2022,2,210.54,Not Active,Working Day
1/26/2022,Wednesday,Jan,2022,2,209.3,Not Active,Working Day
1/27/2022,Thursday,Jan,2022,2,236.06,Active,Working Day
1/28/2022,Friday,Jan,2022,2,184.74,Not Active,Working Day
1/29/2022,Saturday,Jan,2022,2,201.58,Active,Working Day
1/30/2022,Sunday,Jan,2022,2,218.27,Not Active,Holiday
1/31/2022,Monday,Jan,2022,2,183.86,Not Active,Working Day
2/1/2022,Tuesday,Feb,2022,2,201.77,Not Active,Working Day
2/2/2022,Wednesday,Feb,2022,2,235.35,Active,Working Day
2/3/2022,Thursday,Feb,2022,2,201.26,Not Active,Working Day
2/4/2022,Friday,Feb,2022,2,191.9,Not Active,Working Day
